Manufacturer,Payment_Sum,Payment_Count,Payment_Mean,Year
Synergy Medical Systems LLC,2105.79,22,95.72,2016
Synthes GmbH,4134422.85,2400,1722.68,2016
Synthes USA Products LLC,429419.49,270,1590.44,2016
"Sysmex America, Inc.",103662.14,249,416.31,2016
Sysmex Inostics Inc,52000.0,9,5777.78,2016
"T2 Biosystems, Inc.",117786.28,17,6928.6,2016
TEI Biosciences Inc,181805.47,1248,145.68,2016
TEI Medical Inc.,185464.38,2350,78.92,2016
"TELA Bio, Inc.",41895.58,213,196.69,2016
"TESARO, Inc.",1546350.8,3790,408.01,2016
"TOLMAR Pharmaceuticals, Inc.",199110.19,4343,45.85,2016
"TOLMAR, INC.",6269.11,5,1253.82,2016
TOPCON CORPORATION,61587.98,38,1620.74,2016
"TOPCON MEDICAL SYSTEMS, INC.",102767.36,136,755.64,2016
TOSHIBA MEDICAL RESEARCH INSTITUTE USA INC.,25250.0,16,1578.12,2016
"TRUMPF MEDICAL SYSTEMS, INC.",50543.5,138,366.26,2016
Tactile Systems Technology Inc,255342.13,3546,72.01,2016
"Taiho Oncology, Inc.",1313866.05,3492,376.25,2016
"Takeda California, Inc.",8151.0,10,815.1,2016
"Takeda Development Center Americas, Inc.",2337598.82,630,3710.47,2016
"Takeda Pharmaceutical Company, Limited",179586.35,58,3096.32,2016
"Takeda Pharmaceuticals America, Inc.",12175677.03,234778,51.86,2016
"Takeda Pharmaceuticals International, Inc.",774094.79,93,8323.6,2016
Takeda Pharmaceuticals Puerto Rico LLC,11994.95,733,16.36,2016
"Takeda Pharmaceuticals U.S.A., Inc.",3116306.46,4775,652.63,2016
"Takeda Vaccines, Inc.",116082.5,46,2523.53,2016
"Tandem Diabetes Care, Inc.",871443.58,6842,127.37,2016
"Taro Pharmaceuticals USA, Inc.",98653.59,13095,7.53,2016
Team 1 Orthopaedics Inc,4630.97,21,220.52,2016
Team_Makena_LLC,53547.99,164,326.51,2016
TearLab Corp,178348.52,1196,149.12,2016
"Teikoku Pharma USA, Inc.",23281.25,2,11640.62,2016
Teleflex Incorporated,217097.46,19,11426.18,2016
Teleflex Medical Incorporated,914717.41,2074,441.04,2016
"Teleflex Medical Trading (Shanghai) Co., Ltd.",535.87,1,535.87,2016
"Tem Systems, Inc.",36908.26,87,424.23,2016
"Tendyne Holdings, Inc.",1350401.99,9,150044.67,2016
Tenex Health Inc.,61047.79,616,99.1,2016
"Terumo BCT, Inc.",525402.55,972,540.54,2016
Terumo Cardiovascular Systems Corporation,171295.91,582,294.32,2016
Terumo Medical Corporation,1598322.62,6080,262.88,2016
"Teva Pharmaceuticals USA, Inc.",19327470.44,177230,109.05,2016
The Atlanta Dental Supply Co.,818.24,16,51.14,2016
The Binding Site Inc.,10391.33,10,1039.13,2016
"The Cameron-Ehlen Group, Inc.",70638.47,228,309.82,2016
The Institute of Musculoskeletal Science and Education,1151020.76,156,7378.34,2016
The Medicines Company,4286204.98,25129,170.57,2016
The Progressive Orthopaedics Company,151482.0,11,13771.09,2016
The Spectranetics Corporation,5442251.96,11395,477.6,2016
The Walman Optical Company,16291.06,369,44.15,2016
Theragenics Corporation,157566.95,49,3215.65,2016
"Therakos, Inc.",125617.76,35,3589.08,2016
Theratechnologies Inc.,377923.8,1669,226.44,2016
Theravance Biopharma Inc.,1199528.76,5156,232.65,2016
Thermo Fisher Scientific Asheville LLC,14534.66,2,7267.33,2016
"Think Surgical, Inc.",583078.63,133,4384.05,2016
"TissueTech, Inc.",326787.61,4597,71.09,2016
"Titan Pharmaceuticals, Inc.",459.6,7,65.66,2016
"Titan Spine, LLC",802847.47,494,1625.2,2016
"Titan Surgical Group, LLC",26201.53,130,201.55,2016
Tokuyama Dental America Inc.,55104.64,30,1836.82,2016
"Topera, Inc.",26233804.0,41,639848.88,2016
"Torax Medical, Inc.",1235850.71,2548,485.03,2016
"Toshiba America Medical Systems, Inc.",216501.71,897,241.36,2016
Toshiba Corporation,1888.36,7,269.77,2016
Toshiba Medical Systems Corporation,31272.45,11,2842.95,2016
"Tosoh Bioscience, Inc.",93645.71,337,277.88,2016
"Total Joint Orthopedics, Inc.",86000.78,270,318.52,2016
"Transcend Medical, Inc.",197520.57,9,21946.73,2016
"Transenterix, Inc.",235688.65,267,882.73,2016
Transonic Systems Inc.,335368.45,3,111789.48,2016
"Treace Medical Concepts, Inc.",497800.83,721,690.43,2016
"Tri-anim Health Services, Inc.",8104.62,19,426.56,2016
"TriMed, Inc.",469533.07,610,769.73,2016
TriReme Medical LLC,71102.35,462,153.9,2016
"Trice Medical, Inc.",141409.44,166,851.86,2016
"Tridens Medical, LLC",651.91,45,14.49,2016
"Trifective Medical, LLC",17825.05,90,198.06,2016
Trilliant Surgical Ltd.,175797.23,345,509.56,2016
Tris Pharma Inc,370861.71,5434,68.25,2016
Tulsa Dental Products LLC,5310487.24,10419,509.69,2016
Turing Pharmaceuticals,110937.15,1189,93.3,2016
"Turn-Key Medical, Inc.",2420.31,15,161.35,2016
UCB Biosciences Inc.,148559.77,219,678.36,2016
UCB GmBH,16522.61,77,214.58,2016
UCB SA,537631.04,662,812.13,2016
"UCB, Inc.",4688792.04,58800,79.74,2016
"UHS Surgical Services, Inc.",8279.11,226,36.63,2016
"UOC USA, Inc.",60679.15,67,905.66,2016
US Endoscopy,1417750.72,265,5350.0,2016
"US Implant Solutions, LLC",11831.14,40,295.78,2016
"US WorldMeds, LLC",1782763.43,5846,304.95,2016
Ultradent Products Inc,1636422.52,618,2647.93,2016
United Rheumatology,46932.84,40,1173.32,2016
United Therapeutics Corporation,1350085.16,9551,141.36,2016
"Universal Hospital Services, Inc.",798.79,23,34.73,2016
Universal Instrumentation LLC,231316.38,191,1211.08,2016
"Universal Medical, Inc.",28524.5,4,7131.12,2016
Upsher-Smith Laboratories Inc.,422180.91,7113,59.35,2016
UroGPO LLC,145713.86,137,1063.6,2016
"UroMed, Inc.",3139.82,247,12.71,2016
"Urologix, LLC",4949.24,90,54.99,2016
"Uromedica, Incorporated",4600.0,2,2300.0,2016
VANTAGE TECHNOLOGY LLC,1583.6,23,68.85,2016
VAXSERVE INC.,15602.63,23,678.38,2016
VERTEX PHARMACEUTICALS INCORPORATED,124.74,2,62.37,2016
VIEWRAY TECHNOLOGIES INC,223122.6,77,2897.7,2016
VISIONARY OPTICS LLC,114316.09,102,1120.75,2016
"VIVUS, Inc.",659423.93,3449,191.19,2016
VOCO America Inc.,192791.03,2588,74.49,2016
Valeant Pharmaceuticals North America LLC,49873678.5,203417,245.18,2016
"Valeritas, Inc.",216116.93,4034,53.57,2016
Validus Pharmaceuticals LLC,124920.03,1345,92.88,2016
"Valneva USA, Inc.",93235.56,29,3215.02,2016
Vanda Pharmaceuticals Inc.,759016.59,7334,103.49,2016
Vapotherm Inc,137302.31,497,276.26,2016
"Varian Medical Systems, Inc.",2036753.62,1930,1055.31,2016
"Vasamed, Inc",2702.04,21,128.67,2016
"Vascular Dynamics, Inc.",70871.54,15,4724.77,2016
Vascular Flow Technologies Ltd,101.92,4,25.48,2016
"Vascular Insights, LLC",220516.03,540,408.36,2016
"Vascular Solutions, Inc.",485473.18,1876,258.78,2016
"Vascular Technology, Inc.",33071.21,8,4133.9,2016
"Vatech America, Inc.",237577.14,113,2102.45,2016
"Vector Surgical, LLC",6311.56,47,134.29,2016
Vectura Limited,81320.43,139,585.04,2016
"Veloxis Pharmaceuticals, Inc.",136020.92,204,666.77,2016
"Ventana Medical Systems, Inc.",1061808.4,713,1489.21,2016
"Veran Medical Technologies, Inc.",837445.01,1662,503.88,2016
Vericel Corporation,217698.95,479,454.49,2016
"Vermillion, Inc.",149191.27,226,660.14,2016
"Vernalis Therapeutics, Inc.",2714.24,203,13.37,2016
"Vertebral Technologies, Inc.",146137.58,122,1197.85,2016
Vertex Pharmaceuticals Incorporated,1847293.18,3114,593.22,2016
"Vertical Pharmaceuticals, LLC",590491.98,20580,28.69,2016
"Vertiflex, Inc.",216177.59,753,287.09,2016
"Vertos Medical, Inc.",2964.53,50,59.29,2016
Vifor (International) Ltd.,54311.34,46,1180.68,2016
Vifor Fresenius Medical Care Renal Pharma Ltd.,81444.31,51,1596.95,2016
ViiV Healthcare Company,1520428.51,15881,95.74,2016
"Vilex in Tennessee, Inc.",123102.92,40,3077.57,2016
Vioptix Inc,39933.0,138,289.37,2016
Virginia Blood Services,2945.5,4,736.38,2016
"Virtual Imaging, Inc.",947.91,2,473.96,2016
Vision RT LTD,223655.33,9,24850.59,2016
VisionCare Inc.,158638.77,390,406.77,2016
"VisionRT, Inc.",1168.14,21,55.63,2016
"Visioneering Technologies, Inc.",87141.26,560,155.61,2016
"Vista Orthopedics, LLC",101797.0,1,101797.0,2016
"Vital Art and Science, LLC",41486.73,3,13828.91,2016
"Vital Images, Inc.",20067.86,85,236.09,2016
Vitaphone_USA_Corporation,22565.28,183,123.31,2016
Vitrolife Inc.,2223.75,17,130.81,2016
Volcano Corporation,2819528.08,5200,542.22,2016
Volk Optical Inc,13530.0,14,966.43,2016
"Vyaire Medical, Inc.",27169.09,56,485.16,2016
"W. L. Gore & Associates, Inc.",5982887.95,27186,220.07,2016
WARDLOW ENTERPRISES,103999.22,187,556.15,2016
WYETH PUERTO RICO INC,750.0,1,750.0,2016
"Wako Life Sciences, Inc.",16249.11,97,167.52,2016
Welch Allyn,224076.02,58,3863.38,2016
"Wenzel Spine, Inc.",4085.22,34,120.15,2016
Werfen USA LLC,3272.96,6,545.49,2016
West-Ward Pharmaceuticals,319299.6,3015,105.9,2016
Whip Mix Corporation,62096.78,22,2822.58,2016
Wockhardt USA LLC,4865.78,209,23.28,2016
"Wolfe Tory Medical, Inc.",368.4,4,92.1,2016
World Class Technology Corporation,38990.48,48,812.3,2016
"Wound Care Technologies, Inc.",4673.63,58,80.58,2016
"Wright Medical Technology, Inc.",15105152.12,23071,654.72,2016
"Wright Therapy Products, Inc.",14.66,1,14.66,2016
Wyeth Holdings LLC,497.33,1,497.33,2016
Wyeth LLC,2500.0,1,2500.0,2016
"X-spine Systems, Inc.",202320.3,310,652.65,2016
Xenco Medical LLC,49146.12,27,1820.23,2016
"Young Dental Manufacturing I, LLC",5385.8,1,5385.8,2016
Young OS LLC,180439.49,4,45109.87,2016
"Young's Valley Contax, Inc.",106963.75,193,554.22,2016
"ZO Skin Health, Inc.",214236.0,311,688.86,2016
ZOLL Circulation Inc,723136.91,155,4665.4,2016
ZOLL Medical Corporation,308006.67,193,1595.89,2016
ZOLL Services LLC (A/K/A ZOLL LifeCor Corp),2225035.05,40539,54.89,2016
"ZONARE Medical Systems, Inc.",36000.0,2,18000.0,2016
ZS Pharma. Inc.,60158.59,3686,16.32,2016
Zavation LLC,9199.38,8,1149.92,2016
"Zest Holdings, LLC",201066.77,36,5585.19,2016
"Ziehm Imaging, Inc.",10201.39,34,300.04,2016
Ziemer USA,15932.9,21,758.71,2016
"Zimmer Biomet Holdings, Inc.",135019204.76,82207,1642.43,2016
"Zuga Medical, Inc.",92968.91,20,4648.45,2016
Zydus Pharmaceuticals (USA) Inc.,46.88,1,46.88,2016
Zyga Technology Inc,165058.73,406,406.55,2016
b2d Marketing,3634.72,15,242.31,2016
bioMerieux,151507.78,157,965.02,2016
bsn medical inc,11969.0,13,920.69,2016
"curasan, Inc.",4337.65,6,722.94,2016
"iCAD, Inc",634718.41,292,2173.69,2016
"iRhythm Technologies, Inc.",183869.56,489,376.01,2016
iScreen Vision Inc.,13.63,1,13.63,2016
integrated dental systems,192857.42,249,774.53,2016
"revo Biologics, Inc.",2305.35,53,43.5,2016
sanofi-aventis U.S. LLC,47983.34,27,1777.16,2016
"synergeyes, Inc.",17800.43,445,40.0,2016
NA,0.0,0,,2016
"180 Medical, Inc.",31119.91,1641,18.96,2017
3D Systems,105889.84,31,3415.8,2017
3M Company,1693060.47,9329,181.48,2017
"410 MEDICAL, INC.",45105.7,4,11276.42,2017
"4WEB, INC.",79597.46,59,1349.11,2017
"4WEB, Inc.",287974.08,126,2285.51,2017
"A-dec, Inc.",1640651.92,11123,147.5,2017
ABB Con-Cise Optical Group LLC,196857.2,8196,24.02,2017
ABIOMED,7546729.03,14797,510.02,2017
ACADIA Pharmaceuticals Inc,8652025.06,29001,298.34,2017
"ACE Surgical Supply Co., Inc.",11073.15,495,22.37,2017
"ACELL, INC.",2998425.54,6404,468.21,2017
"ACIST MEDICAL SYSTEMS, INC.",57769.31,672,85.97,2017
ACUMED LLC,3351583.02,1569,2136.13,2017
ADAPT Pharma Inc.,49866.91,179,278.59,2017
"ALCRESTA THERAPEUTICS, INC.",70372.75,82,858.2,2017
"ALK-Abello, Inc",247594.45,1188,208.41,2017
ALLEN MEDICAL SYSTEMS,7808.07,14,557.72,2017
"AMAG Pharmaceuticals, Inc.",2208006.65,30471,72.46,2017
AMD GROUP LLC,31100.0,42,740.48,2017
AMERICAN MEDICAL TECHNOLOGY INC,164.16,8,20.52,2017
"ANACOR PHARMACEUTICALS, INC.",16679.74,204,81.76,2017
APO-PHARMA INC.,79309.3,167,474.91,2017
"APO-PHARMA USA, INC.",160.56,13,12.35,2017
APOLLO ENDOSURGERY US INC,561177.01,286,1962.16,2017
APPLIED MEDICAL TECHNOLOGY INC,643400.49,196,3282.66,2017
"ARGON MEDICAL DEVICES, INC.",69894.57,578,120.92,2017
"ARIAD Pharmaceuticals, Inc.",2223809.0,1078,2062.9,2017
"ARKRAY USA, Inc.",27754.64,3,9251.55,2017
"ASAHI INTECC CO., LTD.",47119.56,20,2355.98,2017
"ASAHI INTECC USA, INC.",58118.74,168,345.94,2017
"ASCEND Therapeutics US, LLC",51178.48,5099,10.04,2017
"ASD Specialty Healthcare, LLC",5836.5,123,47.45,2017
"ASPEN SURGICAL PRODUCTS, INC.",487.76,10,48.78,2017
"AUGMENIX, INC.",435627.39,1083,402.24,2017
AXOGEN,1448362.85,4378,330.83,2017
"AbbVie, Inc.",40782171.53,300757,135.6,2017
Abbott Laboratories,34957687.81,165381,211.38,2017
"Abbvie, Inc.",301199.27,323,932.51,2017
"Ablative Solutions, Inc.",36317.0,5,7263.4,2017
"Abyrx, Inc",17714.73,19,932.35,2017
Accelerate Diagnostics Inc.,57743.69,100,577.44,2017
"Acclarent, Inc",496427.22,7220,68.76,2017
Accriva Diagnostics Inc.,1177129.62,26,45274.22,2017
Accuray Incorporated,283991.26,301,943.49,2017
"Acella Pharmaceuticals, LLC",1948.06,149,13.07,2017
"Acera Surgical, Inc.",570.44,10,57.04,2017
Acessa Health Inc.,52796.32,84,628.53,2017
"Acorda Therapeutics, Inc",2914737.89,9403,309.98,2017
"Actelion Clinical Research, Inc.",88724.62,73,1215.41,2017
"Actelion Pharmaceuticals US, Inc.",4624772.07,24794,186.53,2017
"Actelion Pharmaceuticals, Ltd",575897.35,557,1033.93,2017
Acteon Inc,64764.49,368,175.99,2017
"Active Medical, LLC",22000.77,137,160.59,2017
"Acuity Surgical Devices, LLC",54169.05,22,2462.23,2017
Acumed LLC,66920.64,452,148.05,2017
"Acute Innovations, LLC",243635.58,172,1416.49,2017
"Adare Pharmaceuticals, Inc.",37184.54,74,502.49,2017
Admedus Corporation,1774.68,54,32.86,2017
Advanced Accelerator Applications,65377.81,171,382.33,2017
"Advanced Bionics, LLC",254875.23,380,670.72,2017
Advanced Circulatory Systems Inc.,300996.65,119,2529.38,2017
"Advanced Critical Devices, Inc.",580.86,12,48.41,2017
"Advanced Joint Solutions, LLC",290000.0,13,22307.69,2017
"Advanced Orthopaedic Solutions, Inc.",425091.62,143,2972.67,2017
"Advanced Respiratory, Inc",116147.68,2596,44.74,2017
"Aegerion Pharmaceuticals, Inc.",274348.41,1092,251.23,2017
"Aegis Spine, Inc.",158618.96,36,4406.08,2017
Aero-Med LTD,879.92,26,33.84,2017
Aesculap AG,926839.49,97,9555.05,2017
Aesculap Akademie GmbH,10671.06,7,1524.44,2017
"Aesculap Biologics, LLC",29048.01,86,337.77,2017
"Aesculap Implant Systems, LLC",2697301.6,1270,2123.86,2017
"Aesculap, Inc.",188425.91,787,239.42,2017
"Afaxys, Inc.",21929.1,27,812.19,2017
"Affordable Pharmaceuticals, LLC",250031.72,8,31253.96,2017
Agfa HealthCare Corporation,3274995.53,261,12547.88,2017
"Agilent Technologies, Inc.",840722.59,127,6619.86,2017
"Agios Pharmaceuticals, Inc.",7446.7,30,248.22,2017
"AirXpanders, Inc.",21184.15,389,54.46,2017
Akorn Inc.,256547.19,442,580.42,2017
"Akrimax Pharmaceuticals, LLC",134941.14,2304,58.57,2017
"Alafair Biosciences,Inc.",2080.39,15,138.69,2017
Alcon Grieshaber AG,326.85,3,108.95,2017
Alcon Laboratories Inc,10804970.17,68839,156.96,2017
Alcon Pharmaceuticals Ltd,1036957.28,4,259239.32,2017
Alcon Puerto Rico Inc,5128.22,85,60.33,2017
Alcon Research Ltd,5104823.27,976,5230.35,2017
Alere Inc.,398275.28,351,1134.69,2017
"Alevio, LLC",129289.19,74,1747.15,2017
"Alexion Pharmaceuticals, Inc.",7324615.61,29420,248.97,2017
"Alexza Pharmaceuticals, Inc.",5033.03,3,1677.68,2017
"Align Technology, Inc.",6249304.05,35475,176.16,2017
"Alimera Sciences, Inc.",202931.31,2339,86.76,2017
"Alkermes, Inc.",10314936.84,32338,318.97,2017
Allerderm  Laboratories,18693.15,12,1557.76,2017
Allergan Inc.,73189846.81,505728,144.72,2017
Alliance Partners LLC,242207.33,152,1593.47,2017
"Alliqua  BioMedical, Inc.",180935.94,330,548.29,2017
AlloSource,24796.51,63,393.6,2017
"Allotech, LLC",7500.0,1,7500.0,2017
Almirall LLC,106.57,1,106.57,2017
Alpha Orthopedic Systems,90267.88,431,209.44,2017
"Alphatec Spine, Inc",3984526.85,970,4107.76,2017
"Alpine Implant Alliance, LLC",68000.0,9,7555.56,2017
Altus Partners. LLC,375170.57,23,16311.76,2017
Amarin Pharma Inc.,4501074.86,42940,104.82,2017
Ambu Inc.,10546.2,4,2636.55,2017
"Amendia, Inc.",2963069.83,341,8689.35,2017
"American Medical & Dental Supplies,Inc.",65896.0,601,109.64,2017
"American Medical Hospital Supply Company, Inc.",15455.78,537,28.78,2017
American National Red Cross,1601.0,14,114.36,2017
American Orthodontics Corporation,545937.96,1812,301.29,2017
AmerisourceBergen Drug Corporation,3034.05,2,1517.02,2017
Amgen Inc.,34774999.04,345363,100.69,2017
Amneal Pharmaceuticals LLC,230916.24,35,6597.61,2017
"Amnio Technology, LLC",11112.43,22,505.11,2017
"Amniox Medical, Inc.",360132.14,2375,151.63,2017
Analogic Corporation,244927.81,138,1774.84,2017
"Ancora Heart, Inc.",12754.4,43,296.61,2017
"AngioDynamics, Inc.",3885501.64,2859,1359.04,2017
"Anika Therapeutics, Inc.",12909.83,39,331.02,2017
Animas Corporation,86631.81,2256,38.4,2017
Ansell Healthcare Products LLC,16826.86,2,8413.43,2017
"Antares Pharma, Inc.",48843.16,2242,21.79,2017
Apollo Endosurgery US Inc,156554.9,1929,81.16,2017
"Applied Medical Australia, Pty, Ltd.",643.29,1,643.29,2017
Applied Medical Corporation,32814.72,1,32814.72,2017
Applied Medical Resources Corporation,1207302.53,1351,893.64,2017
Aptevo Therapeutics Inc,107685.05,66,1631.59,2017
Aqua Pharmaceuticals,1462426.17,21912,66.74,2017
Aralez Pharmaceuticals US Inc.,1960095.35,15993,122.56,2017
"Arbor Pharmaceuticals, Inc.",2252867.94,65335,34.48,2017
"Aries Pharmaceuticals, Inc.",284349.4,639,444.99,2017
"ArjoHuntleigh, Inc.",4612.22,32,144.13,2017
"Arrinex, Inc.",298812.37,264,1131.87,2017
"Arrow International, Inc.",879581.34,733,1199.97,2017
"Arrow Interventional, Inc.",947.7,3,315.9,2017
Art Optical Contact Lens Inc.,32270.45,39,827.45,2017
Artegraft Inc.,26042.61,35,744.07,2017
"Arteriocyte Medical Systems, Inc.",141302.88,102,1385.32,2017
Arterys Inc,25138.43,12,2094.87,2017
"Arthrex, Inc.",62412782.75,15132,4124.56,2017
Arthrosurface Incorporated,694599.1,1302,533.49,2017
Asahi Kasei Medical America Inc.,8400.0,1,8400.0,2017
"Asahi Kasei Medical Co., Ltd.",20000.0,1,20000.0,2017
Ascensia Diabetes Care US Inc.,13971.84,180,77.62,2017
"Ascension Orthopedics, Inc.",149836.43,457,327.87,2017
"Aseptico, Inc.",500.0,1,500.0,2017
"Aspire Bariatrics, Inc.",63806.75,122,523.01,2017
"Assertio Therapeutics, Inc.",314.86,5,62.97,2017
Astellas Pharma Europe BV,50948.62,21,2426.12,2017
Astellas Pharma Global Development,239492.81,229,1045.82,2017
Astellas Pharma Inc,213610.51,86,2483.84,2017
Astellas Pharma US Inc,8084405.93,155270,52.07,2017
AstraZeneca AB,319052.29,556,573.84,2017
AstraZeneca Pharmaceuticals LP,49229938.82,451023,109.15,2017
AstraZeneca UK Limited,969702.09,1356,715.12,2017
"Astute Medical, Inc.",765546.44,1079,709.5,2017
"Atlas Spine, Inc.",54519.31,56,973.56,2017
Atos Medical Inc,18815.62,81,232.29,2017
"AtriCure, Inc.",4866528.9,10109,481.41,2017
Atrium Medical Corporation,130800.22,39,3353.85,2017
"Augmenix, Inc.",4300.94,32,134.4,2017
"Avadel Pharmaceuticals (USA), Inc.",43608.94,3422,12.74,2017
"Avadel Specialty Pharmaceuticals, LLC",247276.42,96,2575.8,2017
"Avanir Pharmaceuticals, Inc.",4392617.41,50137,87.61,2017
Avazzia Inc.,13059.9,2,6529.95,2017
"Avella of Deer Valley, Inc. #38",134.16,9,14.91,2017
"Avid Radiopharmaceuticals, Inc.",37315.69,42,888.47,2017
Avinger Inc.,108774.28,1061,102.52,2017
Avion Pharmaceuticals,221132.52,7790,28.39,2017
AxioMed LLC,363.3,2,181.65,2017
"Aytu Bioscience, Inc",132473.98,4117,32.18,2017
"Aziyo Biologics, Inc.",230514.68,1441,159.97,2017
"B. Braun Aesculap Japan Co., Ltd.",11731.0,12,977.58,2017
B. Braun Avitum AG,85.84,1,85.84,2017
"B. Braun CeGaT, LLC",10349.04,15,689.94,2017
B. Braun Interventional Systems Inc.,35912.02,157,228.74,2017
"B. Braun Medical (Shanghai) International Trading Co., Ltd.",6960.0,2,3480.0,2017
B. Braun Medical Inc.,554112.1,283,1957.99,2017
B. Braun Medical OY,41746.0,8,5218.25,2017
B. Braun Medical UK Ltd.,21675.71,31,699.22,2017
B. Braun Melsungen AG,66866.05,13,5143.54,2017
B. Braun Surgical SA,12042.68,2,6021.34,2017
"BAMBOO THERAPEUTICS, INC.",20095.0,2,10047.5,2017
BAXTER HEALTHCARE,2771664.86,7653,362.17,2017
"BIOLASE, INC.",413327.52,4997,82.72,2017
BIONESS INC,115467.24,64,1804.18,2017
BIOTRONIK INC.,3777610.62,17860,211.51,2017
"BISCO, INC.",262548.14,120,2187.9,2017
BOSTON SCIENTIFIC CORPORATION,54240360.55,131487,412.52,2017
BRACCO DIAGNOSTICS INC.,1025568.03,472,2172.81,2017
"BREG, INC",6185.32,45,137.45,2017
BTG International Canada Inc.,155769.53,29,5371.36,2017
"BTG International, Inc.",300298.22,915,328.19,2017
BUXTON BIOMEDICAL,1500.64,1,1500.64,2017
Bacterin International Inc,205752.6,60,3429.21,2017
"Balt USA, LLC",79303.34,190,417.39,2017
"Bard Access Systems, Inc.",142901.71,372,384.14,2017
"Bard Peripheral Vascular, Inc.",4431555.85,9522,465.4,2017
"Bardy Diagnostics, Inc.",1251.76,8,156.47,2017
"Bausch Health US, LLC",18.12,2,9.06,2017
Baxter Healthcare,154151.38,55,2802.75,2017
Bayer HealthCare Pharmaceuticals Inc.,13013514.35,60689,214.43,2017
Baylis Medical Company Inc,89170.95,94,948.63,2017
"Beaver-Visitec International, Inc.",350333.51,60,5838.89,2017
"Beckman Coulter, Inc.",96052.87,214,448.85,2017
"Becton, Dickinson and Company",7113114.86,3970,1791.72,2017
