Physician_Spec,Payment_Sum,Payment_Count,Payment_Mean,Year
Behavioral Health & Social Service Providers|Psychologist|Clinical,1158.33,50,23.17,2016
Behavioral Health & Social Service Providers|Psychologist|Clinical Child & Adolescent,172.96,13,13.3,2016
Behavioral Health & Social Service Providers|Psychologist|Cognitive & Behavioral,2159.11,62,34.82,2016
Behavioral Health & Social Service Providers|Psychologist|Family,79.35,2,39.67,2016
Behavioral Health & Social Service Providers|Psychologist|Health,29.19,2,14.6,2016
Behavioral Health & Social Service Providers|Psychologist|Prescribing (Medical),19089.68,215,88.79,2016
Behavioral Health & Social Service Providers|Psychologist|Psychoanalysis,154.29,2,77.14,2016
Behavioral Health & Social Service Providers|Social Worker,73.18,2,36.59,2016
Behavioral Health & Social Service Providers|Social Worker|Clinical,171.34,3,57.11,2016
Chiropractic Providers|Chiropractor,2167975.21,4002,541.72,2016
Chiropractic Providers|Chiropractor|Independent Medical Examiner,656.69,23,28.55,2016
Chiropractic Providers|Chiropractor|Internist,337.65,11,30.7,2016
Chiropractic Providers|Chiropractor|Neurology,20118.36,75,268.24,2016
Chiropractic Providers|Chiropractor|Nutrition,2084.39,52,40.08,2016
Chiropractic Providers|Chiropractor|Occupational Health,1315.82,35,37.59,2016
Chiropractic Providers|Chiropractor|Orthopedic,2830.09,66,42.88,2016
Chiropractic Providers|Chiropractor|Pediatric Chiropractor,100.55,1,100.55,2016
Chiropractic Providers|Chiropractor|Radiology,40199.61,84,478.57,2016
Chiropractic Providers|Chiropractor|Rehabilitation,4509.2,128,35.23,2016
Chiropractic Providers|Chiropractor|Sports Physician,5419.71,155,34.97,2016
Chiropractic Providers|Chiropractor|Thermography,21.11,1,21.11,2016
Dental Providers|Dental Assistant,560.67,10,56.07,2016
Dental Providers|Dental Hygienist,5258.88,19,276.78,2016
Dental Providers|Dental Therapist,115.2,2,57.6,2016
Dental Providers|Dentist,15983241.86,82222,194.39,2016
Dental Providers|Dentist|Dental Public Health,129964.54,640,203.07,2016
Dental Providers|Dentist|Dentist Anesthesiologist,2704.53,57,47.45,2016
Dental Providers|Dentist|Endodontics,17236028.65,9999,1723.78,2016
Dental Providers|Dentist|General Practice,19797262.57,119438,165.75,2016
Dental Providers|Dentist|Oral and Maxillofacial Pathology,157033.8,991,158.46,2016
Dental Providers|Dentist|Oral and Maxillofacial Radiology,121786.84,138,882.51,2016
Dental Providers|Dentist|Oral and Maxillofacial Surgery,5007990.55,24028,208.42,2016
Dental Providers|Dentist|Orthodontics and Dentofacial Orthopedics,8809745.19,28883,305.01,2016
Dental Providers|Dentist|Pediatric Dentistry,1106267.87,4478,247.05,2016
Dental Providers|Dentist|Periodontics,4405852.98,17820,247.24,2016
Dental Providers|Dentist|Prosthodontics,4402674.14,8852,497.36,2016
Dental Providers|Denturist,1481.64,26,56.99,2016
Dental Providers|Oral Medicinist,12.01,1,12.01,2016
Dietary & Nutritional Service Providers|Dietary Manager,503.09,19,26.48,2016
"Dietary & Nutritional Service Providers|Dietitian, Registered",5742.78,23,249.69,2016
"Dietary & Nutritional Service Providers|Dietitian, Registered|Nutrition, Pediatric",124.99,1,124.99,2016
Dietary & Nutritional Service Providers|Nutritionist,741.39,20,37.07,2016
"Dietary & Nutritional Service Providers|Nutritionist|Nutrition, Education",40805.06,93,438.76,2016
"Emergency Medical Service Providers|Emergency Medical Technician, Basic",120.89,7,17.27,2016
"Emergency Medical Service Providers|Emergency Medical Technician, Intermediate",99.0,6,16.5,2016
Emergency Medical Service Providers|Personal Emergency Response Attendant,20526.43,172,119.34,2016
Eye and Vision Services Providers|Optometrist,21786152.23,211961,102.78,2016
Eye and Vision Services Providers|Optometrist|Corneal and Contact Management,1225447.25,8006,153.07,2016
Eye and Vision Services Providers|Optometrist|Low Vision Rehabilitation,52266.01,596,87.69,2016
Eye and Vision Services Providers|Optometrist|Occupational Vision,12616.2,151,83.55,2016
Eye and Vision Services Providers|Optometrist|Pediatrics,35494.57,629,56.43,2016
Eye and Vision Services Providers|Optometrist|Sports Vision,2711.19,74,36.64,2016
Eye and Vision Services Providers|Optometrist|Vision Therapy,36625.24,780,46.96,2016
Eye and Vision Services Providers|Technician/Technologist|Contact Lens Fitter,144.9,4,36.22,2016
Eye and Vision Services Providers|Technician/Technologist|Ophthalmic,2455.47,69,35.59,2016
Eye and Vision Services Providers|Technician/Technologist|Optician,9105.37,157,58.0,2016
Eye and Vision Services Providers|Technician/Technologist|Optometric Assistant,1696.95,20,84.85,2016
Eye and Vision Services Providers|Technician/Technologist|Optometric Technician,804.69,6,134.11,2016
Group|Multi-Specialty,18675.89,195,95.77,2016
Group|Single Specialty,54257.4,460,117.95,2016
Hospital Units|Psychiatric Unit,491.83,20,24.59,2016
Hospital Units|Rehabilitation Unit,320.03,20,16.0,2016
Hospitals|Chronic Disease Hospital,254.73,7,36.39,2016
Hospitals|Chronic Disease Hospital|Children,2254.56,24,93.94,2016
Hospitals|General Acute Care Hospital,526.05,30,17.54,2016
Hospitals|General Acute Care Hospital|Children,1216.38,52,23.39,2016
Hospitals|General Acute Care Hospital|Critical Access,579516.03,1906,304.05,2016
Hospitals|General Acute Care Hospital|Rural,17987.13,41,438.71,2016
Hospitals|General Acute Care Hospital|Women,992.31,32,31.01,2016
Hospitals|Long Term Care Hospital,326.89,15,21.79,2016
Hospitals|Military Hospital,1365.81,15,91.05,2016
Hospitals|Military Hospital|Military General Acute Care Hospital,11157.14,37,301.54,2016
Hospitals|Psychiatric Hospital,12525.91,179,69.98,2016
Hospitals|Rehabilitation Hospital,169.76,4,42.44,2016
Hospitals|Special Hospital,271122.02,160,1694.51,2016
Laboratories|Clinical Medical Laboratory,10938.42,78,140.24,2016
Laboratories|Physiological Laboratory,71.79,1,71.79,2016
Managed Care Organizations|Exclusive Provider Organization,519.4,26,19.98,2016
Managed Care Organizations|Health Maintenance Organization,29012.99,105,276.31,2016
Managed Care Organizations|Point of Service,201.49,14,14.39,2016
Managed Care Organizations|Preferred Provider Organization,2682.19,156,17.19,2016
Nursing & Custodial Care Facilities|Custodial Care Facility,952.61,46,20.71,2016
Nursing & Custodial Care Facilities|Nursing Facility/Intermediate Care Facility,24.86,1,24.86,2016
Nursing & Custodial Care Facilities|Skilled Nursing Facility,110.28,8,13.79,2016
Nursing Service Providers|Licensed Practical Nurse,518.22,7,74.03,2016
Nursing Service Providers|Registered Nurse,1088.42,14,77.74,2016
Nursing Service Providers|Registered Nurse|Gastroenterology,90560.48,103,879.23,2016
Nursing Service Providers|Registered Nurse|General Practice,247746.85,307,806.99,2016
Nursing Service Providers|Registered Nurse|Nephrology,3700.0,2,1850.0,2016
Nursing Service Providers|Registered Nurse|Occupational Health,32.25,2,16.12,2016
Nursing Service Providers|Registered Nurse|Oncology,19845.44,24,826.89,2016
Nursing Service Providers|Registered Nurse|Pain Management,112.32,6,18.72,2016
Nursing Service Providers|Registered Nurse|Pediatrics,14.12,1,14.12,2016
Nursing Service Providers|Registered Nurse|Reproductive Endocrinology/Infertility,254.42,17,14.97,2016
Nursing Service Providers|Registered Nurse|Urology,117.96,3,39.32,2016
Nursing Service Providers|Registered Nurse|Wound Care,35.75,2,17.88,2016
Nursing Service Related Providers|Nursing Home Administrator,14.03,1,14.03,2016
Other Service Providers|Acupuncturist,1787.12,65,27.49,2016
Other Service Providers|Case Manager/Care Coordinator,155.23,3,51.74,2016
Other Service Providers|Community Health Worker,75536.78,29,2604.72,2016
Other Service Providers|Contractor,94422.09,88,1072.98,2016
Other Service Providers|Health Educator,3105.96,3,1035.32,2016
Other Service Providers|Homeopath,411.5,6,68.58,2016
Other Service Providers|Legal Medicine,410507.78,6085,67.46,2016
"Other Service Providers|Medical Genetics, Ph.D. Medical Genetics",95506.72,481,198.56,2016
Other Service Providers|Midwife,15.43,1,15.43,2016
Other Service Providers|Military Health Care Provider,103143.69,425,242.69,2016
Other Service Providers|Naturopath,245.02,10,24.5,2016
"Other Service Providers|Sleep Specialist, PhD",55723.24,163,341.86,2016
Other Service Providers|Specialist,44201484.15,190782,231.69,2016
Other Service Providers|Specialist|Graphics Designer,14.4,1,14.4,2016
Other Service Providers|Specialist|Research Study,269860.37,218,1237.89,2016
Other Service Providers|Veterinarian,82901.09,80,1036.26,2016
Pharmacy Service Providers|Pharmacist,3013.74,76,39.65,2016
Pharmacy Service Providers|Pharmacist|Oncology,123.39,8,15.42,2016
Pharmacy Service Providers|Pharmacist|Pharmacotherapy,122.2,1,122.2,2016
Pharmacy Service Providers|Pharmacy Technician,21.3,1,21.3,2016
Physician Assistants & Advanced Practice Nursing Providers|Advanced Practice Midwife,42.0,3,14.0,2016
Physician Assistants & Advanced Practice Nursing Providers|Anesthesiologist Assistant,268.5,12,22.38,2016
Physician Assistants & Advanced Practice Nursing Providers|Clinical Nurse Specialist,4010.89,22,182.31,2016
Physician Assistants & Advanced Practice Nursing Providers|Clinical Nurse Specialist|Critical Care Medicine,195.93,2,97.96,2016
Physician Assistants & Advanced Practice Nursing Providers|Clinical Nurse Specialist|Medical-Surgical,2400.0,9,266.67,2016
"Physician Assistants & Advanced Practice Nursing Providers|Clinical Nurse Specialist|Psych/Mental Health, Adult",81.26,7,11.61,2016
"Physician Assistants & Advanced Practice Nursing Providers|Nurse Anesthetist, Certified Registered",644.46,37,17.42,2016
Physician Assistants & Advanced Practice Nursing Providers|Nurse Practitioner,7575.23,6,1262.54,2016
Physician Assistants & Advanced Practice Nursing Providers|Nurse Practitioner|Acute Care,8588.23,58,148.07,2016
Physician Assistants & Advanced Practice Nursing Providers|Nurse Practitioner|Adult Health,56.02,4,14.0,2016
Physician Assistants & Advanced Practice Nursing Providers|Nurse Practitioner|Critical Care Medicine,720.69,26,27.72,2016
Physician Assistants & Advanced Practice Nursing Providers|Nurse Practitioner|Gerontology,7220.14,142,50.85,2016
Physician Assistants & Advanced Practice Nursing Providers|Nurse Practitioner|Obstetrics & Gynecology,1.81,1,1.81,2016
"Physician Assistants & Advanced Practice Nursing Providers|Nurse Practitioner|Pediatrics, Critical Care",119.87,5,23.97,2016
Physician Assistants & Advanced Practice Nursing Providers|Nurse Practitioner|Primary Care,658.94,12,54.91,2016
Physician Assistants & Advanced Practice Nursing Providers|Nurse Practitioner|Psych/Mental Health,30.64,2,15.32,2016
Physician Assistants & Advanced Practice Nursing Providers|Nurse Practitioner|Women's Health,1231.77,84,14.66,2016
Physician Assistants & Advanced Practice Nursing Providers|Physician Assistant,942.58,13,72.51,2016
Physician Assistants & Advanced Practice Nursing Providers|Physician Assistant|Medical,5991.95,153,39.16,2016
Physician Assistants & Advanced Practice Nursing Providers|Physician Assistant|Surgical Technologist,10196.74,101,100.96,2016
"Podiatric Medicine & Surgery Service Providers|Assistant, Podiatric",1334.35,16,83.4,2016
Podiatric Medicine & Surgery Service Providers|Podiatrist,7786390.35,47961,162.35,2016
Podiatric Medicine & Surgery Service Providers|Podiatrist|Foot & Ankle Surgery,12188862.03,75081,162.34,2016
Podiatric Medicine & Surgery Service Providers|Podiatrist|Foot Surgery,579181.63,7893,73.38,2016
Podiatric Medicine & Surgery Service Providers|Podiatrist|General Practice,54.99,2,27.49,2016
Podiatric Medicine & Surgery Service Providers|Podiatrist|Primary Podiatric Medicine,752223.11,3854,195.18,2016
Podiatric Medicine & Surgery Service Providers|Podiatrist|Public Medicine,2356.24,25,94.25,2016
Podiatric Medicine & Surgery Service Providers|Podiatrist|Radiology,7407.98,46,161.04,2016
Podiatric Medicine & Surgery Service Providers|Podiatrist|Sports Medicine,216667.89,593,365.38,2016
Residential Treatment Facilities|Psychiatric Residential Treatment Facility,12.38,1,12.38,2016
Residential Treatment Facilities|Substance Abuse Rehabilitation Facility,93.24,3,31.08,2016
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Occupational Therapist",73.73,2,36.86,2016
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Occupational Therapist|Hand",52364.06,33,1586.79,2016
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Occupational Therapist|Pediatrics",45.89,2,22.94,2016
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Physical Therapist",580.1,35,16.57,2016
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Physical Therapist|Electrophysiology, Clinical",1351.21,34,39.74,2016
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Physical Therapist|Geriatrics",114.29,1,114.29,2016
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Physical Therapist|Neurology",174.79,5,34.96,2016
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Physical Therapist|Orthopedic",97.54,5,19.51,2016
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Physical Therapist|Pediatrics",581.16,32,18.16,2016
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Physical Therapist|Sports",152.33,8,19.04,2016
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Physical Therapy Assistant",12.14,1,12.14,2016
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Pulmonary Function Technologist",2641.02,11,240.09,2016
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Rehabilitation Practitioner",12311.56,248,49.64,2016
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Respiratory Therapist, Certified",123.98,15,8.27,2016
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Respiratory Therapist, Certified|Critical Care",1746.98,113,15.46,2016
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Respiratory Therapist, Registered|Palliative/Hospice",311.8,15,20.79,2016
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Specialist/Technologist",2617.49,60,43.62,2016
"Respiratory, Developmental, Rehabilitative and Restorative Service Providers|Specialist/Technologist|Athletic Trainer",100.07,2,50.04,2016
"Speech, Language and Hearing Service Providers|Hearing Instrument Specialist",881.53,11,80.14,2016
"Speech, Language and Hearing Service Providers|Specialist/Technologist",51.89,4,12.97,2016
"Student, Health Care|Student in an Organized Health Care Education/Training Program",4767287.3,53430,89.22,2016
Suppliers|Durable Medical Equipment & Medical Supplies,110.28,9,12.25,2016
Suppliers|Durable Medical Equipment & Medical Supplies|Customized Equipment,424.3,8,53.04,2016
"Suppliers|Eyewear Supplier (Equipment, not the service)",224.87,6,37.48,2016
Suppliers|Non-Pharmacy Dispensing Site,392.62,19,20.66,2016
Suppliers|Pharmacy|Clinic Pharmacy,393.78,4,98.44,2016
Suppliers|Prosthetic/Orthotic Supplier,10.61,1,10.61,2016
"Technologists, Technicians & Other Technical Service Providers/ Specialist/Technologist, Other/ Surgical",12775.07,13,982.7,2016
"Technologists, Technicians & Other Technical Service Providers|Pathology",44.59,3,14.86,2016
"Technologists, Technicians & Other Technical Service Providers|Radiologic Technologist",20425.55,4,5106.39,2016
"Technologists, Technicians & Other Technical Service Providers|Radiologic Technologist|Bone Densitometry",35.64,2,17.82,2016
"Technologists, Technicians & Other Technical Service Providers|Radiologic Technologist|Cardiovascular-Interventional Technology",77.57,4,19.39,2016
"Technologists, Technicians & Other Technical Service Providers|Radiologic Technologist|Magnetic Resonance Imaging",849.13,5,169.83,2016
"Technologists, Technicians & Other Technical Service Providers|Radiologic Technologist|Radiography",192.23,11,17.48,2016
"Technologists, Technicians & Other Technical Service Providers|Radiologic Technologist|Vascular-Interventional Technology",308.39,11,28.04,2016
"Technologists, Technicians & Other Technical Service Providers|Spec/Tech, Cardiovascular",447.87,23,19.47,2016
"Technologists, Technicians & Other Technical Service Providers|Spec/Tech, Cardiovascular|Cardiovascular Invasive Specialist",724.24,52,13.93,2016
"Technologists, Technicians & Other Technical Service Providers|Spec/Tech, Cardiovascular|Sonography",200.37,6,33.4,2016
"Technologists, Technicians & Other Technical Service Providers|Spec/Tech, Cardiovascular|Vascular Specialist",947.23,16,59.2,2016
"Technologists, Technicians & Other Technical Service Providers|Spec/Tech, Pathology",577.77,17,33.99,2016
